station_id,state,region,station_lat,station_lon,date,year,month,day_of_year,max_temp_c,heatwave_flag
IMD-1475,Haryana,Northwest,27.903,78.079,2024-01-15,2024,1,15,41.9,0
IMD-1670,West Bengal,East,21.962,87.859,2026-10-29,2026,10,302,48.2,1
IMD-1481,Haryana,Northwest,30.215,77.321,2023-11-29,2023,11,333,46.7,0
IMD-1134,Uttar Pradesh,Indo-Gangetic Plain,27.229,81.146,2020-10-20,2020,10,294,47.0,0
IMD-1325,Bihar,Indo-Gangetic Plain,24.622,86.492,2024-01-18,2024,1,18,41.8,0
IMD-1519,Andhra Pradesh,South Peninsula,16.22,80.57,2020-03-11,2020,3,71,38.2,0
IMD-1036,Rajasthan,Northwest,26.269,76.123,2020-10-06,2020,10,280,43.9,0
IMD-1029,Rajasthan,Northwest,27.826,75.706,2024-06-02,2024,6,154,34.8,0
IMD-1718,Chhattisgarh,Central,19.989,79.967,2022-09-18,2022,9,261,42.7,0
IMD-1663,West Bengal,East,22.413,88.597,2026-06-20,2026,6,171,34.4,0
IMD-1810,Karnataka,South,15.871,77.084,2024-07-27,2024,7,209,38.3,0
IMD-1756,Jharkhand,East,24.212,86.239,2024-10-10,2024,10,284,47.1,0
IMD-1175,Madhya Pradesh,Central,24.285,78.602,2024-09-01,2024,9,245,43.1,0
IMD-1332,Bihar,Indo-Gangetic Plain,24.513,83.391,2024-09-20,2024,9,264,45.0,0
IMD-1483,Haryana,Northwest,30.464,76.101,2022-01-22,2022,1,22,42.6,0
IMD-1199,Madhya Pradesh,Central,23.032,76.938,2026-01-10,2026,1,10,47.5,1
IMD-1246,Maharashtra,West,18.218,76.265,2021-10-22,2021,10,295,45.4,0
IMD-1266,Maharashtra,West,18.626,76.538,2023-09-20,2023,9,263,45.7,0
IMD-1700,Chhattisgarh,Central,22.724,82.795,2025-11-01,2025,11,305,46.0,0
IMD-1395,Gujarat,West,20.865,70.196,2020-10-11,2020,10,285,45.6,0
IMD-1232,Maharashtra,West,19.575,74.468,2021-11-21,2021,11,325,49.5,0
IMD-1056,Rajasthan,Northwest,27.587,73.475,2021-01-01,2021,1,1,43.9,0
IMD-1751,Jharkhand,East,24.922,85.117,2026-11-18,2026,11,322,45.4,0
IMD-1491,Delhi,Northwest,27.39,78.834,2022-06-17,2022,6,168,37.0,0
IMD-1040,Rajasthan,Northwest,27.713,72.436,2021-06-11,2021,6,162,35.4,0
IMD-1039,Rajasthan,Northwest,28.291,72.312,2022-06-24,2022,6,175,40.3,1
IMD-1703,Chhattisgarh,Central,20.687,82.227,2024-11-08,2024,11,313,43.9,0
IMD-1072,Rajasthan,Northwest,26.743,75.844,2020-06-22,2020,6,174,31.7,0
IMD-1130,Uttar Pradesh,Indo-Gangetic Plain,27.161,79.177,2022-06-02,2022,6,153,31.7,0
IMD-1174,Madhya Pradesh,Central,24.378,79.025,2023-10-30,2023,10,303,51.0,1
IMD-1104,Uttar Pradesh,Indo-Gangetic Plain,26.07,80.713,2021-01-28,2021,1,28,42.9,0
IMD-1338,Bihar,Indo-Gangetic Plain,26.031,83.86,2026-01-22,2026,1,22,41.4,0
IMD-1012,Rajasthan,Northwest,25.938,73.524,2024-06-21,2024,6,173,36.4,0
IMD-1152,Uttar Pradesh,Indo-Gangetic Plain,28.107,81.075,2023-02-25,2023,2,56,42.7,1
IMD-1514,Andhra Pradesh,South Peninsula,17.209,79.577,2026-12-28,2026,12,362,47.0,0
IMD-1223,Maharashtra,West,18.652,74.582,2020-05-27,2020,5,148,29.7,0
IMD-1173,Madhya Pradesh,Central,24.246,78.752,2021-12-06,2021,12,340,45.4,0
IMD-1441,Gujarat,West,22.819,72.324,2025-12-14,2025,12,348,48.3,0
IMD-1829,Tamil Nadu,South Peninsula,9.672,80.193,2023-05-08,2023,5,128,24.7,0
IMD-1556,Andhra Pradesh,South Peninsula,15.304,80.342,2022-03-01,2022,3,60,38.7,0
IMD-1094,Uttar Pradesh,Indo-Gangetic Plain,26.893,82.368,2020-05-28,2020,5,149,32.7,0
IMD-1202,Madhya Pradesh,Central,21.67,78.666,2024-04-30,2024,4,121,33.5,0
IMD-1541,Andhra Pradesh,South Peninsula,17.016,78.286,2021-10-05,2021,10,278,44.2,0
IMD-1057,Rajasthan,Northwest,27.464,73.164,2026-06-04,2026,6,155,35.9,0
IMD-1571,Telangana,South Peninsula,16.477,78.667,2024-03-12,2024,3,72,36.4,0
IMD-1222,Madhya Pradesh,Central,22.486,78.19,2023-10-11,2023,10,284,47.6,0
IMD-1514,Andhra Pradesh,South Peninsula,17.209,79.577,2021-04-28,2021,4,118,33.0,0
IMD-1217,Madhya Pradesh,Central,21.821,80.343,2024-07-23,2024,7,205,37.4,0
IMD-1629,Punjab,Northwest,30.408,74.972,2026-12-14,2026,12,348,48.5,0
IMD-1413,Gujarat,West,23.032,69.566,2021-12-19,2021,12,353,45.0,0
IMD-1813,Karnataka,South,15.409,74.378,2026-09-23,2026,9,266,44.1,1
IMD-1842,Tamil Nadu,South Peninsula,11.393,78.816,2026-10-16,2026,10,289,42.2,0
IMD-1675,West Bengal,East,22.919,89.11,2022-05-25,2022,5,145,28.3,0
IMD-1463,Haryana,Northwest,27.803,76.786,2020-04-20,2020,4,111,31.3,0
IMD-1046,Rajasthan,Northwest,27.225,74.44,2023-10-24,2023,10,297,49.2,0
IMD-1199,Madhya Pradesh,Central,23.032,76.938,2025-03-28,2025,3,87,35.5,0
IMD-1417,Gujarat,West,22.362,70.095,2026-10-17,2026,10,290,43.9,0
IMD-1249,Maharashtra,West,18.685,77.061,2020-02-26,2020,2,57,39.2,0
IMD-1455,Haryana,Northwest,28.285,74.518,2022-03-02,2022,3,61,39.8,0
IMD-1821,Tamil Nadu,South Peninsula,11.096,76.901,2021-08-09,2021,8,221,30.9,0
IMD-1031,Rajasthan,Northwest,25.907,75.87,2026-03-23,2026,3,82,38.9,0
IMD-1801,Karnataka,South,16.122,76.731,2021-08-21,2021,8,233,38.0,0
IMD-1262,Maharashtra,West,19.479,73.956,2023-02-14,2023,2,45,34.8,0
IMD-1712,Chhattisgarh,Central,22.398,80.133,2020-01-13,2020,1,13,41.3,0
IMD-1443,Gujarat,West,23.695,72.016,2024-10-13,2024,10,287,50.5,1
IMD-1394,Gujarat,West,22.323,72.46,2026-02-25,2026,2,56,42.0,1
IMD-1537,Andhra Pradesh,South Peninsula,16.826,81.048,2022-07-07,2022,7,188,36.2,0
IMD-1310,Bihar,Indo-Gangetic Plain,26.32,86.82,2022-02-07,2022,2,38,38.6,0
IMD-1455,Haryana,Northwest,28.285,74.518,2025-05-15,2025,5,135,30.3,0
IMD-1539,Andhra Pradesh,South Peninsula,16.816,79.876,2025-01-26,2025,1,26,41.7,0
IMD-1805,Karnataka,South,16.481,74.105,2021-10-05,2021,10,278,40.0,0
IMD-1252,Maharashtra,West,18.33,77.609,2023-03-22,2023,3,81,33.9,0
IMD-1261,Maharashtra,West,21.169,73.963,2020-06-07,2020,6,159,31.5,0
IMD-1277,Maharashtra,West,20.749,75.303,2023-07-03,2023,7,184,31.9,0
IMD-1191,Madhya Pradesh,Central,24.293,80.078,2023-05-31,2023,5,151,34.9,0
IMD-1316,Bihar,Indo-Gangetic Plain,23.678,84.887,2020-11-21,2020,11,326,49.5,0
IMD-1578,Telangana,South Peninsula,17.284,80.216,2021-09-02,2021,9,245,41.0,0
IMD-1370,Odisha,East,19.662,83.872,2022-04-21,2022,4,111,30.3,0
IMD-1655,West Bengal,East,23.752,86.81,2025-12-05,2025,12,339,46.4,0
IMD-1456,Haryana,Northwest,28.065,76.891,2021-01-18,2021,1,18,42.5,0
IMD-1485,Haryana,Northwest,30.219,76.639,2026-06-19,2026,6,170,39.5,0
IMD-1297,Bihar,Indo-Gangetic Plain,24.179,86.0,2024-05-02,2024,5,123,29.8,0
IMD-1299,Bihar,Indo-Gangetic Plain,24.693,84.911,2025-11-15,2025,11,319,47.6,0
IMD-1477,Haryana,Northwest,28.057,76.582,2021-09-27,2021,9,270,51.1,1
IMD-1612,Punjab,Northwest,31.18,74.474,2022-05-10,2022,5,130,34.1,0
IMD-1482,Haryana,Northwest,27.67,74.529,2024-07-20,2024,7,202,41.6,1
IMD-1382,Odisha,East,22.231,83.116,2022-09-26,2022,9,269,41.2,0
IMD-1223,Maharashtra,West,18.652,74.582,2022-10-18,2022,10,291,44.3,0
IMD-1873,Kerala,South,9.487,75.675,2026-05-19,2026,5,139,24.0,0
IMD-1453,Haryana,Northwest,29.804,74.387,2020-02-02,2020,2,33,43.6,0
IMD-1709,Chhattisgarh,Central,21.29,81.182,2024-02-19,2024,2,50,39.1,0
IMD-1491,Delhi,Northwest,27.39,78.834,2026-01-17,2026,1,17,43.5,0
IMD-1741,Jharkhand,East,22.524,86.491,2025-12-24,2025,12,358,44.7,0
IMD-1880,Kerala,South,12.311,74.921,2026-06-08,2026,6,159,28.9,0
IMD-1081,Uttar Pradesh,Indo-Gangetic Plain,27.5,79.093,2021-09-21,2021,9,264,46.6,0
IMD-1020,Rajasthan,Northwest,28.236,74.902,2026-07-31,2026,7,212,42.6,0
IMD-1394,Gujarat,West,22.323,72.46,2022-10-25,2022,10,298,46.0,0
IMD-1219,Madhya Pradesh,Central,22.333,76.716,2026-04-12,2026,4,102,34.2,0
IMD-1806,Karnataka,South,16.078,75.479,2023-01-17,2023,1,17,41.0,0
IMD-1487,Delhi,Northwest,27.451,76.967,2026-07-30,2026,7,211,43.3,1
IMD-1247,Maharashtra,West,20.451,77.102,2026-01-31,2026,1,31,39.7,0
IMD-1873,Kerala,South,9.487,75.675,2021-09-14,2021,9,257,33.2,0
IMD-1007,Rajasthan,Northwest,27.217,73.848,2022-08-18,2022,8,230,41.7,0
IMD-1145,Uttar Pradesh,Indo-Gangetic Plain,26.833,82.718,2022-06-01,2022,6,152,34.6,0
IMD-1793,Karnataka,South,15.09,74.227,2026-08-31,2026,8,243,38.8,0
IMD-1155,Uttar Pradesh,Indo-Gangetic Plain,26.25,80.897,2024-05-09,2024,5,130,33.4,0
IMD-1282,Maharashtra,West,19.181,76.021,2021-07-10,2021,7,191,33.9,0
IMD-1038,Rajasthan,Northwest,26.324,75.907,2024-10-24,2024,10,298,52.0,0
IMD-1439,Gujarat,West,22.313,72.478,2021-09-02,2021,9,245,36.5,0
IMD-1643,Punjab,Northwest,32.442,77.255,2020-11-16,2020,11,321,50.2,0
IMD-1821,Tamil Nadu,South Peninsula,11.096,76.901,2020-09-27,2020,9,271,41.9,0
IMD-1880,Kerala,South,12.311,74.921,2025-11-07,2025,11,311,43.1,0
IMD-1058,Rajasthan,Northwest,27.838,74.133,2022-09-05,2022,9,248,43.3,0
IMD-1326,Bihar,Indo-Gangetic Plain,24.558,83.988,2026-05-25,2026,5,145,35.6,0
IMD-1493,Delhi,Northwest,28.752,78.784,2024-04-13,2024,4,104,34.4,0
IMD-1490,Delhi,Northwest,29.679,78.721,2020-01-11,2020,1,11,46.9,0
IMD-1885,Kerala,South,10.048,74.652,2020-12-04,2020,12,339,39.6,0
IMD-1143,Uttar Pradesh,Indo-Gangetic Plain,26.49,78.916,2020-06-09,2020,6,161,33.4,0
IMD-1473,Haryana,Northwest,28.527,74.419,2021-10-13,2021,10,286,46.5,0
IMD-1209,Madhya Pradesh,Central,23.501,77.979,2022-11-24,2022,11,328,47.3,0
IMD-1460,Haryana,Northwest,29.82,75.427,2024-02-04,2024,2,35,38.9,0
IMD-1527,Andhra Pradesh,South Peninsula,15.326,79.596,2025-04-14,2025,4,104,32.2,0
IMD-1131,Uttar Pradesh,Indo-Gangetic Plain,27.613,81.73,2023-10-22,2023,10,295,47.3,0
IMD-1290,Maharashtra,West,18.693,76.606,2020-03-02,2020,3,62,35.8,0
IMD-1850,Tamil Nadu,South Peninsula,12.209,80.083,2025-04-12,2025,4,102,29.3,0
IMD-1255,Maharashtra,West,19.536,75.48,2020-10-15,2020,10,289,49.4,1
IMD-1483,Haryana,Northwest,30.464,76.101,2021-09-13,2021,9,256,45.7,0
IMD-1310,Bihar,Indo-Gangetic Plain,26.32,86.82,2023-11-22,2023,11,326,47.9,0
IMD-1650,West Bengal,East,21.522,88.464,2022-04-11,2022,4,101,36.0,0
IMD-1426,Gujarat,West,20.945,70.03,2021-10-23,2021,10,296,48.6,0
IMD-1429,Gujarat,West,21.835,72.512,2022-06-23,2022,6,174,33.3,0
IMD-1352,Odisha,East,20.891,84.649,2025-05-22,2025,5,142,30.4,0
IMD-1391,Odisha,East,20.515,84.525,2024-11-26,2024,11,331,50.3,1
IMD-1245,Maharashtra,West,18.909,73.74,2023-01-23,2023,1,23,41.7,0
IMD-1103,Uttar Pradesh,Indo-Gangetic Plain,25.351,81.883,2023-12-24,2023,12,358,49.3,0
IMD-1295,Bihar,Indo-Gangetic Plain,24.135,85.919,2025-01-25,2025,1,25,39.8,0
IMD-1449,Haryana,Northwest,29.022,74.79,2023-12-03,2023,12,337,43.6,0
IMD-1109,Uttar Pradesh,Indo-Gangetic Plain,25.83,81.444,2023-03-03,2023,3,62,39.8,0
IMD-1501,Delhi,Northwest,27.267,76.176,2020-09-17,2020,9,261,42.8,0
IMD-1577,Telangana,South Peninsula,18.385,79.645,2024-03-29,2024,3,89,33.0,0
IMD-1614,Punjab,Northwest,31.515,75.07,2021-01-05,2021,1,5,46.5,0
IMD-1206,Madhya Pradesh,Central,21.819,80.239,2022-01-25,2022,1,25,43.2,0
IMD-1341,Bihar,Indo-Gangetic Plain,24.582,84.287,2020-06-07,2020,6,159,32.6,0
IMD-1291,Maharashtra,West,21.152,74.431,2021-08-14,2021,8,226,37.9,0
IMD-1173,Madhya Pradesh,Central,24.246,78.752,2026-12-26,2026,12,360,49.7,1
IMD-1509,Andhra Pradesh,South Peninsula,15.215,78.258,2026-01-12,2026,1,12,40.3,0
IMD-1731,Jharkhand,East,22.153,84.007,2020-01-23,2020,1,23,40.8,0
IMD-1137,Uttar Pradesh,Indo-Gangetic Plain,26.303,82.56,2020-06-19,2020,6,171,36.8,0
IMD-1633,Punjab,Northwest,32.48,75.082,2020-10-15,2020,10,289,46.3,0
IMD-1049,Rajasthan,Northwest,25.653,73.515,2026-03-15,2026,3,74,42.3,1
IMD-1111,Uttar Pradesh,Indo-Gangetic Plain,27.248,79.202,2022-11-15,2022,11,319,48.2,0
IMD-1550,Andhra Pradesh,South Peninsula,16.585,81.186,2022-09-11,2022,9,254,41.0,0
IMD-1659,West Bengal,East,24.39,88.698,2026-10-28,2026,10,301,45.1,0
IMD-1565,Andhra Pradesh,South Peninsula,15.403,81.521,2022-09-26,2022,9,269,38.4,0
IMD-1869,Kerala,South,11.791,75.828,2023-03-19,2023,3,78,30.9,0
IMD-1860,Tamil Nadu,South Peninsula,11.939,79.661,2025-03-16,2025,3,75,33.8,0
IMD-1784,Karnataka,South,16.539,76.947,2020-05-11,2020,5,132,27.8,0
IMD-1441,Gujarat,West,22.819,72.324,2021-06-11,2021,6,162,33.4,0
IMD-1344,Odisha,East,22.301,84.185,2026-02-03,2026,2,34,43.3,0
IMD-1288,Maharashtra,West,18.613,75.298,2024-02-01,2024,2,32,43.9,1
IMD-1582,Telangana,South Peninsula,18.856,79.303,2023-02-19,2023,2,50,35.9,0
IMD-1555,Andhra Pradesh,South Peninsula,14.927,79.304,2024-11-13,2024,11,318,46.9,0
IMD-1431,Gujarat,West,23.504,71.946,2023-11-18,2023,11,322,47.8,0
IMD-1333,Bihar,Indo-Gangetic Plain,23.731,86.932,2026-04-07,2026,4,97,40.8,1
IMD-1241,Maharashtra,West,20.884,76.731,2023-02-04,2023,2,35,37.0,0
IMD-1691,Chhattisgarh,Central,20.495,83.054,2023-05-16,2023,5,136,30.2,0
IMD-1462,Haryana,Northwest,28.507,75.879,2024-11-17,2024,11,322,50.3,0
IMD-1668,West Bengal,East,22.855,89.665,2020-09-07,2020,9,251,42.1,0
IMD-1706,Chhattisgarh,Central,20.046,81.026,2022-10-16,2022,10,289,42.2,0
IMD-1078,Uttar Pradesh,Indo-Gangetic Plain,27.687,79.346,2026-04-19,2026,4,109,36.6,0
IMD-1157,Uttar Pradesh,Indo-Gangetic Plain,26.835,80.599,2024-10-29,2024,10,303,49.4,0
IMD-1149,Uttar Pradesh,Indo-Gangetic Plain,25.328,80.258,2020-04-22,2020,4,113,29.6,0
IMD-1590,Telangana,South Peninsula,17.426,77.215,2021-12-24,2021,12,358,45.4,0
IMD-1887,Kerala,South,12.084,75.301,2024-03-12,2024,3,72,29.0,0
IMD-1603,Telangana,South Peninsula,16.814,77.86,2025-02-24,2025,2,55,36.6,0
IMD-1142,Uttar Pradesh,Indo-Gangetic Plain,27.668,82.055,2023-04-16,2023,4,106,34.5,0
IMD-1642,Punjab,Northwest,30.933,73.596,2023-11-05,2023,11,309,45.8,0
IMD-1763,Karnataka,South,14.088,75.388,2024-07-14,2024,7,196,34.0,0
IMD-1540,Andhra Pradesh,South Peninsula,16.148,78.354,2023-09-11,2023,9,254,39.9,0
IMD-1399,Gujarat,West,21.786,71.259,2023-05-09,2023,5,129,27.5,0
IMD-1320,Bihar,Indo-Gangetic Plain,23.776,85.401,2020-05-08,2020,5,129,31.0,0
IMD-1488,Delhi,Northwest,27.999,78.369,2026-04-06,2026,4,96,37.5,0
IMD-1029,Rajasthan,Northwest,27.826,75.706,2023-12-29,2023,12,363,47.0,0
IMD-1438,Gujarat,West,21.238,71.498,2026-06-25,2026,6,176,37.3,0
IMD-1362,Odisha,East,21.217,86.644,2023-02-09,2023,2,40,37.9,0
IMD-1245,Maharashtra,West,18.909,73.74,2026-06-15,2026,6,166,30.0,0
IMD-1096,Uttar Pradesh,Indo-Gangetic Plain,26.57,81.668,2022-05-11,2022,5,131,38.5,0
IMD-1619,Punjab,Northwest,31.659,73.38,2026-04-15,2026,4,105,36.7,0
IMD-1215,Madhya Pradesh,Central,23.416,78.202,2024-03-21,2024,3,81,32.6,0
IMD-1063,Rajasthan,Northwest,28.461,75.602,2024-02-12,2024,2,43,42.0,0
IMD-1667,West Bengal,East,23.088,87.477,2025-06-14,2025,6,165,31.2,0
IMD-1196,Madhya Pradesh,Central,21.517,76.622,2024-08-22,2024,8,235,43.2,0
IMD-1673,West Bengal,East,22.889,86.982,2022-07-08,2022,7,189,30.5,0
IMD-1470,Haryana,Northwest,29.453,76.467,2026-11-18,2026,11,322,49.0,0
IMD-1741,Jharkhand,East,22.524,86.491,2021-07-18,2021,7,199,37.8,0
IMD-1639,Punjab,Northwest,31.102,75.622,2022-12-31,2022,12,365,46.9,0
IMD-1293,Maharashtra,West,18.403,76.882,2022-02-07,2022,2,38,36.3,0
IMD-1886,Kerala,South,9.833,78.18,2026-07-04,2026,7,185,27.1,0
IMD-1468,Haryana,Northwest,29.959,75.156,2026-07-27,2026,7,208,38.8,0
IMD-1381,Odisha,East,19.44,86.66,2025-03-05,2025,3,64,36.3,0
IMD-1424,Gujarat,West,21.881,69.863,2024-08-27,2024,8,240,42.4,0
IMD-1799,Karnataka,South,16.267,76.898,2021-03-11,2021,3,70,31.0,0
IMD-1305,Bihar,Indo-Gangetic Plain,23.955,83.95,2023-03-12,2023,3,71,35.6,0
IMD-1205,Madhya Pradesh,Central,23.455,80.24,2025-08-04,2025,8,216,39.8,0
IMD-1134,Uttar Pradesh,Indo-Gangetic Plain,27.229,81.146,2025-11-02,2025,11,306,46.6,0
IMD-1162,Madhya Pradesh,Central,23.031,78.606,2026-03-14,2026,3,73,41.8,1
IMD-1499,Delhi,Northwest,30.068,77.16,2021-09-05,2021,9,248,42.9,0
IMD-1395,Gujarat,West,20.865,70.196,2025-03-23,2025,3,82,38.6,0
IMD-1791,Karnataka,South,15.454,74.727,2020-07-11,2020,7,193,30.3,0
IMD-1375,Odisha,East,20.052,86.999,2024-07-27,2024,7,209,37.4,0
IMD-1209,Madhya Pradesh,Central,23.501,77.979,2021-07-03,2021,7,184,35.3,0
IMD-1626,Punjab,Northwest,29.993,75.224,2025-11-13,2025,11,317,49.9,0
IMD-1704,Chhattisgarh,Central,21.757,83.787,2020-06-24,2020,6,176,30.9,0
IMD-1712,Chhattisgarh,Central,22.398,80.133,2026-11-19,2026,11,323,48.1,0
IMD-1825,Tamil Nadu,South Peninsula,11.655,78.625,2025-02-23,2025,2,54,34.1,0
IMD-1296,Bihar,Indo-Gangetic Plain,25.511,83.546,2020-03-15,2020,3,75,34.4,0
IMD-1486,Haryana,Northwest,28.62,75.646,2026-03-30,2026,3,89,39.4,0
IMD-1373,Odisha,East,20.605,83.602,2024-10-09,2024,10,283,45.6,0
IMD-1033,Rajasthan,Northwest,27.452,72.296,2024-10-11,2024,10,285,52.0,1
IMD-1327,Bihar,Indo-Gangetic Plain,25.734,83.72,2024-04-04,2024,4,95,30.7,0
IMD-1044,Rajasthan,Northwest,27.896,75.005,2023-06-06,2023,6,157,36.3,0
IMD-1126,Uttar Pradesh,Indo-Gangetic Plain,27.799,80.673,2026-12-01,2026,12,335,51.2,0
IMD-1346,Odisha,East,21.159,84.333,2026-12-15,2026,12,349,42.7,0
IMD-1541,Andhra Pradesh,South Peninsula,17.016,78.286,2022-03-21,2022,3,80,34.2,0
IMD-1284,Maharashtra,West,19.024,75.556,2020-04-16,2020,4,107,31.5,0
IMD-1228,Maharashtra,West,18.307,77.367,2026-04-06,2026,4,96,37.9,0
IMD-1286,Maharashtra,West,18.799,74.318,2024-03-18,2024,3,78,41.1,1
IMD-1245,Maharashtra,West,18.909,73.74,2023-10-29,2023,10,302,48.9,0
IMD-1464,Haryana,Northwest,29.932,75.501,2025-10-06,2025,10,279,46.3,0
IMD-1433,Gujarat,West,21.403,70.283,2022-03-26,2022,3,85,29.9,0
IMD-1419,Gujarat,West,23.22,69.368,2022-11-28,2022,11,332,49.1,0
IMD-1003,Rajasthan,Northwest,28.446,74.96,2020-04-23,2020,4,114,35.5,0
IMD-1210,Madhya Pradesh,Central,21.753,76.943,2023-08-17,2023,8,229,41.4,0
IMD-1821,Tamil Nadu,South Peninsula,11.096,76.901,2025-04-13,2025,4,103,31.4,0
IMD-1730,Jharkhand,East,22.658,85.529,2022-06-28,2022,6,179,32.1,0
IMD-1193,Madhya Pradesh,Central,24.271,77.432,2021-11-30,2021,11,334,49.7,0
IMD-1595,Telangana,South Peninsula,18.485,76.612,2025-01-12,2025,1,12,45.9,1
IMD-1547,Andhra Pradesh,South Peninsula,14.914,79.425,2023-01-30,2023,1,30,42.9,0
IMD-1819,Tamil Nadu,South Peninsula,12.353,78.465,2025-03-13,2025,3,72,31.3,0
IMD-1199,Madhya Pradesh,Central,23.032,76.938,2023-11-18,2023,11,322,51.2,1
IMD-1074,Uttar Pradesh,Indo-Gangetic Plain,25.481,82.874,2020-08-23,2020,8,236,45.0,0
IMD-1035,Rajasthan,Northwest,26.822,73.224,2025-07-19,2025,7,200,39.1,0
IMD-1138,Uttar Pradesh,Indo-Gangetic Plain,27.865,80.835,2024-12-01,2024,12,336,51.3,0
IMD-1105,Uttar Pradesh,Indo-Gangetic Plain,28.234,79.925,2023-01-01,2023,1,1,45.4,0
IMD-1380,Odisha,East,19.887,84.755,2020-02-27,2020,2,58,37.7,0
IMD-1248,Maharashtra,West,18.965,73.816,2025-03-02,2025,3,61,36.5,0
IMD-1590,Telangana,South Peninsula,17.426,77.215,2023-09-22,2023,9,265,41.5,0
IMD-1827,Tamil Nadu,South Peninsula,11.807,78.556,2024-07-06,2024,7,188,32.8,0
IMD-1637,Punjab,Northwest,30.915,73.329,2024-12-15,2024,12,350,49.8,1
IMD-1374,Odisha,East,19.447,85.923,2026-02-12,2026,2,43,36.6,0
IMD-1352,Odisha,East,20.891,84.649,2021-04-14,2021,4,104,32.4,0
IMD-1157,Uttar Pradesh,Indo-Gangetic Plain,26.835,80.599,2023-11-04,2023,11,308,46.3,0
IMD-1400,Gujarat,West,22.92,72.675,2022-10-24,2022,10,297,49.2,0
IMD-1379,Odisha,East,21.958,84.404,2025-07-15,2025,7,196,40.6,1
IMD-1457,Haryana,Northwest,29.458,75.52,2026-12-30,2026,12,364,48.7,0
IMD-1108,Uttar Pradesh,Indo-Gangetic Plain,25.656,82.705,2024-12-15,2024,12,350,44.5,0
IMD-1690,Chhattisgarh,Central,19.848,82.24,2021-01-29,2021,1,29,39.7,0
IMD-1856,Tamil Nadu,South Peninsula,10.511,78.915,2024-03-22,2024,3,82,35.9,0
IMD-1592,Telangana,South Peninsula,18.045,79.519,2026-05-16,2026,5,136,32.4,0
IMD-1001,Rajasthan,Northwest,26.158,73.852,2022-09-18,2022,9,261,47.7,0
IMD-1574,Telangana,South Peninsula,17.582,76.538,2020-10-14,2020,10,288,49.3,1
IMD-1615,Punjab,Northwest,31.465,74.686,2020-08-21,2020,8,234,38.6,0
IMD-1330,Bihar,Indo-Gangetic Plain,24.648,87.088,2021-05-07,2021,5,127,31.9,0
IMD-1317,Bihar,Indo-Gangetic Plain,26.105,86.748,2020-07-30,2020,7,212,38.3,0
IMD-1150,Uttar Pradesh,Indo-Gangetic Plain,25.498,82.707,2023-03-17,2023,3,76,37.4,0
IMD-1125,Uttar Pradesh,Indo-Gangetic Plain,26.011,82.328,2020-10-01,2020,10,275,46.6,0
IMD-1616,Punjab,Northwest,31.149,73.805,2022-07-11,2022,7,192,32.5,0
IMD-1053,Rajasthan,Northwest,26.386,74.024,2024-01-31,2024,1,31,43.4,0
IMD-1620,Punjab,Northwest,30.232,75.011,2020-03-31,2020,3,91,29.2,0
IMD-1487,Delhi,Northwest,27.451,76.967,2026-01-30,2026,1,30,43.3,0
IMD-1252,Maharashtra,West,18.33,77.609,2022-10-24,2022,10,297,47.5,0
IMD-1105,Uttar Pradesh,Indo-Gangetic Plain,28.234,79.925,2022-11-25,2022,11,329,49.2,0
IMD-1498,Delhi,Northwest,29.667,76.858,2020-04-26,2020,4,117,33.8,0
IMD-1687,West Bengal,East,24.11,88.098,2024-07-21,2024,7,203,32.6,0
IMD-1200,Madhya Pradesh,Central,21.432,77.55,2024-11-15,2024,11,320,49.5,0
IMD-1014,Rajasthan,Northwest,28.187,75.506,2025-07-19,2025,7,200,38.4,0
IMD-1886,Kerala,South,9.833,78.18,2023-11-13,2023,11,317,41.0,0
IMD-1621,Punjab,Northwest,30.174,75.108,2026-11-24,2026,11,328,49.9,0
IMD-1407,Gujarat,West,22.96,72.36,2025-02-11,2025,2,42,39.0,0
IMD-1572,Telangana,South Peninsula,17.228,78.364,2021-12-28,2021,12,362,39.1,0
IMD-1118,Uttar Pradesh,Indo-Gangetic Plain,27.024,82.834,2024-12-02,2024,12,337,46.7,0
IMD-1133,Uttar Pradesh,Indo-Gangetic Plain,26.097,81.53,2023-05-26,2023,5,146,31.2,0
IMD-1841,Tamil Nadu,South Peninsula,12.238,78.11,2022-08-02,2022,8,214,36.1,0
IMD-1591,Telangana,South Peninsula,18.451,80.235,2025-04-17,2025,4,107,31.7,0
IMD-1088,Uttar Pradesh,Indo-Gangetic Plain,25.423,82.009,2020-06-21,2020,6,173,33.4,0
IMD-1578,Telangana,South Peninsula,17.284,80.216,2024-05-22,2024,5,143,28.4,0
IMD-1065,Rajasthan,Northwest,26.87,75.301,2024-05-05,2024,5,126,34.7,0
IMD-1675,West Bengal,East,22.919,89.11,2021-03-25,2021,3,84,30.5,0
IMD-1696,Chhattisgarh,Central,22.617,82.076,2025-10-30,2025,10,303,47.5,0
IMD-1832,Tamil Nadu,South Peninsula,10.466,78.664,2020-09-17,2020,9,261,41.7,0
IMD-1677,West Bengal,East,21.719,89.447,2024-12-14,2024,12,349,45.2,0
IMD-1322,Bihar,Indo-Gangetic Plain,23.912,83.781,2026-03-18,2026,3,77,37.5,0
IMD-1016,Rajasthan,Northwest,26.088,74.516,2022-09-28,2022,9,271,48.2,0
